"","",""
"Aeschynomene","jointvetch","TX(Aransas, Bexar, Brazoria, Brooks, Cameron, Chambers, Guadalupe, Harris, Houston, Jackson, Jefferson, Kenedy, Kleberg, Madison, Medina, Nueces, Orange, San Patricio, San Saba, Trinity, Wilson)"
"Aeschynomene indica","Indian jointvetch","TX(Brazoria, Cameron, Chambers, Harris, Houston, Jefferson, Kenedy, Kleberg, Madison, Nueces, Orange, San Patricio, San Saba, Trinity)"
"Aeschynomene viscidula","sticky jointvetch","TX(Aransas, Bexar, Brooks, Guadalupe, Jackson, Kenedy, Kleberg, Medina, Nueces, San Patricio, Wilson)"
"Aesculus","buckeye","TX(Anderson, Angelina, Austin, Bandera, Bastrop, Bell, Bexar, Bowie, Burleson, Cass, Cherokee, Colorado, Comal, Comanche, Cooke, Dallas, DeWitt, Fayette, Fort Bend, Gillespie, Gonzales, Grayson, Gregg, Grimes, Hardin, Harrison, Hays, Henderson, Houston, Kendall, Kerr, La Salle, Llano, Marion, Matagorda, McLennan, Medina, Milam, Morris, Nacogdoches, Newton, Polk, Real, Red River, Rusk, Sabine, San Augustine, Shelby, Tarrant, Titus, Travis, Upshur, Uvalde, Victoria, Washington, Wichita, Williamson)"
"Aesculus glabra","Ohio buckeye","TX(Anderson, Bell, Cherokee, Comanche, Cooke, Dallas, Gillespie, Grayson, Gregg, Henderson, Kerr, La Salle, Llano, McLennan, Milam, Nacogdoches, Red River, Tarrant)"
"Aesculus glabra var. arguta","Ohio buckeye","TX(Anderson, Bell, Cherokee, Comanche, Cooke, Dallas, Gillespie, Grayson, Gregg, Henderson, Kerr, La Salle, Llano, McLennan, Milam, Nacogdoches, Red River, Tarrant)"
"Aesculus pavia","red buckeye","TX(Angelina, Austin, Bandera, Bastrop, Bexar, Bowie, Burleson, Cass, Cherokee, Colorado, Comal, DeWitt, Fayette, Fort Bend, Gonzales, Gregg, Grimes, Hardin, Harrison, Hays, Henderson, Houston, Kendall, Kerr, Marion, Matagorda, Medina, Morris, Nacogdoches, Newton, Polk, Real, Rusk, Sabine, San Augustine, Shelby, Titus, Travis, Upshur, Uvalde, Victoria, Washington, Wichita, Williamson)"
"Aesculus pavia var. flavescens","red buckeye","TX(Bandera, Kendall, Kerr, Medina, Real, Travis, Uvalde)"
"Aesculus pavia var. pavia","red buckeye","TX(Angelina, Austin, Bastrop, Bexar, Bowie, Burleson, Cass, Cherokee, Colorado, Comal, DeWitt, Fayette, Fort Bend, Gonzales, Gregg, Grimes, Hardin, Harrison, Hays, Henderson, Houston, Marion, Matagorda, Morris, Nacogdoches, Newton, Polk, Rusk, Sabine, San Augustine, Shelby, Titus, Travis, Upshur, Victoria, Washington, Wichita, Williamson)"
"Agalinis","false foxglove","TX(Anderson, Angelina, Aransas, Bastrop, Bell, Bexar, Blanco, Bosque, Bowie, Brazoria, Brazos, Brewster, Burleson, Calhoun, Cameron, Cass, Chambers, Collin, Colorado, Comal, Coryell, Dallas, Denton, Fayette, Franklin, Frio, Galveston, Goliad, Grayson, Gregg, Grimes, Guadalupe, Hardin, Harris, Harrison, Hays, Hemphill, Henderson, Hill, Hopkins, Houston, Hunt, Jackson, Jasper, Jefferson, Jim Wells, Karnes, Kendall, Kenedy, Kerr, Kleberg, La Salle, Lee, Leon, Liberty, Live Oak, Marion, McLennan, Morris, Nacogdoches, Newton, Nueces, Orange, Panola, Parker, Pecos, Polk, Rains, Refugio, Robertson, Sabine, San Augustine, San Patricio, Shackelford, Smith, Somervell, Tarrant, Taylor, Titus, Travis, Tyler, Upshur, Van Zandt, Victoria, Walker, Waller, Washington, Willacy, Williamson, Wise, Wood)"
